plot_ID,species,cover_percent,life_form,growth_form,height_cm,length_cm,width_cm,spinescence,n_spines,hairs,leaf_size,bulk_density,cageyness,woody_diameter,woody_n_stems,reproductive_height,specimen_notes,reserve,site_ID,time,date,weather,megafauna_presence,topographic_position,bare_ground,rock_cover,tsq_x_shrub,tsq_t_shrub,tsq_x_tree,tsq_t_tree,camera_ID,notes,identification,species_per_reserve,species_per_plot,species_per_site,growth_forms_per_site,growth_forms_per_plot
KA_S05_P04,Brachiaria nigropedata,1,Graminoid,rt (Relaxed tussock graminoid),21,13,12,Absent,,absent,Thin linear,low,Not cagey,,"",46,"",Kaingo,KA_S05,10:33,16/03/2024,Sunny,No obvious signs,Flat,40,30,34,126,118,132,"","",species_level,81,14,39,11,7
WI_S02_P03,Brachiaria serrata,10,Graminoid,ug (Sparse upward graminoid),39,38,36,Absent,,leaves,Thick linear,high,Semi cagey,,"",97,"",Willowisp,WI_S02,14:53,24/02/2024,Sunny,No obvious signs,Flat,15,0,30,40,160,50,"","",species_level,108,24,48,13,9
SU_S04_P03,Browsed thick leaf pairs,1,Forb,sf (Straight forb),12,2,2,Absent,,both,Macro,low,Not cagey,,"",,"",Summerplace,SU_S05,9:35,03/03/2024,"Sunny, windy",No obvious signs,Flat,40,0,81,36,386,676,ECO_24,"",no,132,19,67,12,7
LA_S01_P02,Bulbostylis burchellii,1,Graminoid,ug (Sparse upward graminoid),8,3,2,Absent,,Absent,Thin linear,low,Not cagey,,"",11,"",Lapalala,LA_S01,12:22,15/02/2024,"Sunny, no clouds",No obvious signs,Flat,40,0,280,230,470,280,"","",species_level,88,15,32,12,7
LA_S01_P05,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),2,2,2,Absent,,Absent,Thin linear,low,Not cagey,,"",54,"",Lapalala,LA_S01,16:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,60,0,780,300,715,610,"","",species_level,88,11,32,12,7
LA_S03_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3,3,3,Absent,,Absent,Thin linear,low,Not cagey,,"",7,"",Lapalala,LA_S03,13:03,17/02/2024,"Sunny, hot, windy","Spoor, old rhino/elephant dung","Flat, slight slope",80,0,190,260,530,100,ECO_02,"",species_level,88,9,45,11,5
JE_S01_P02,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),6,2,2,Absent,,Absent,Thin linear,low,Not cagey,,"",6,"",Jembisa,JE_S01,12:50,21/02/2024,Sunny,"Path through corner, zebra tracks, and diggings of sort in plot",Flat,60,0,350,440,400,900,ECO_06,Wetter than other sites/ plots,species_level,102,13,30,9,6
JE_S01_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3,2.5,2,Absent,,Absent,Thin linear,low,Not cagey,,"",2.5,"",Jembisa,JE_S01,13:52,21/02/2024,Sunny,"Next to path, some debra dung and spoor",Flat,30,0,100,130,300,590,ECO_06,"",species_level,102,13,30,9,7
JE_S03_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3,3,3,Absent,,Absent,Thin linear,low,Not cagey,,"",8,"",Jembisa,JE_S03,14:12,22/02/2024,Sunny,Old zebra dung,"Flat, very rocky",50,30,260,200,210,240,ECO_08,"",species_level,102,10,42,9,5
JE_S03_P02,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),2.5,4,3,Absent,,Absent,Thin linear,low,Not cagey,,"",8,"",Jembisa,JE_S03,14:44,22/02/2024,"Sunny, some clouds","Fresh antelope dung, strong smell",Flat,85,0,30,110,300,120,ECO_08,"",species_level,102,18,42,9,7
JE_S03_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),5,4,4,Absent,,Absent,Thin linear,medium,Not cagey,,"",19,"",Jembisa,JE_S03,15:31,22/02/2024,Sunny,"Next to path, browsing damage",Flat,20,0,110,230,930,180,ECO_08,"",species_level,102,20,42,9,7
JE_S03_P05,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),6,10,10,Absent,,Absent,Thin linear,high,Not cagey,,"",10,"",Jembisa,JE_S03,16:30,22/02/2024,"Sunny, some clouds",Zebra dung,Flat,40,20,230,510,540,780,ECO_08,"",species_level,102,14,42,9,5
JE_S02_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3,2,2,Absent,,Absent,Thin linear,low,Not cagey,,"",18,"",Jembisa,JE_S02,10:15,22/02/2024,"Sunny, no clouds","path, old dung, herd of wildebeest present at arrival",Flat,20,0,70,130,310,120,ECO_07,"comparatively short veg, close to wildlife path",species_level,102,18,42,12,8
JE_S02_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),1.5,3.5,2.5,Absent,,Absent,Thin linear,low,Not cagey,,"",2.5,"",Jembisa,JE_S02,12:12,22/02/2024,"Sunny, no clouds",Path through one side,Flat,75,0,250,320,450,850,"","",species_level,102,15,42,12,6
JE_S02_P05,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),2,2,2,Absent,,Absent,Thin linear,low,Not cagey,,"",6,"",Jembisa,JE_S02,13:10,22/02/2024,Sunny,Antelope dung,Flat,25,5,180,170,500,180,"","",species_level,102,14,42,12,7
JE_S05_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),5,56,5,Absent,,leaves,Thin linear,medium,Not cagey,,"",22,"",Jembisa,JE_S05,13:11,23/02/2024,"Sunny, some clouds",Dung of multiple species,Flat,75,0,240,220,1040,220,ECO_10,"",species_level,102,14,38,10,6
JE_S04_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),4,3,3,Absent,,Absent,Thin linear,medium,Not cagey,,"",45,"",Jembisa,JE_S04,10:08,23/02/2024,Sunny,"dung in plot, some plants show signs of herbivory",Flat,30,5,460,110,500,180,"","",species_level,102,20,47,11,8
JE_S04_P04,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),2,2,2,Absent,,Absent,Thin linear,medium,Not cagey,,"",9,"",Jembisa,JE_S04,11:05,23/02/2024,Sunny,path nearby,Flat,20,0,250,420,570,710,"","",species_level,102,18,47,11,7
WI_S01_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),1,2,2,Absent,,absent,Thin linear,low,Not cagey,,"",6.5,"",Willowisp,WI_S01,7:32,24/02/2024,Sunny,No obvious signs,Flat,10,30,170,70,530,610,"","",species_level,108,26,58,11,8
JE_S05_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3,9,9,"",,absent,Thin linear,low,Not cagey,,"",13,"",Jembisa,JE_S05,14:51,23/02/2024,Sunny,Browsing damage,Flat,25,0,160,290,300,370,"","",species_level,102,12,38,10,6
WI_S04_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),2,2,1.5,Absent,,absent,Thin linear,medium,Not cagey,,"",5,"",Willowisp,WI_S04,11:27,25/02/2024,Sunny,No obvious signs,Flat,75,0,290,130,300,370,"",general area is rocky,species_level,108,18,35,13,7
WI_S04_P02,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),1,1,0.5,Absent,,absent,Thin linear,low,Not cagey,,"",11,"",Willowisp,WI_S04,12:13,25/02/2024,Sunny,No obvious signs,Flat,10,60,15,51,200,320,"",Very rocky,species_level,108,11,35,13,6
SY_S01_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),5,6,3.5,Absent,,absent,Thin linear,medium,Not cagey,,"",24,"",Syringa Sands,SY_S01,13:28,27/02/2024,Overcast,Some browsing damage,Flat,5,0,36,208,1205,1510,"","",species_level,122,16,44,11,8
SY_S01_P04,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),2.5,4.5,4,Absent,,absent,Thin linear,low,Not cagey,,"",,"",Syringa Sands,SY_S01,16:17,27/02/2024,Cloudy,Droppings,Flat,20,0,60,60,170,50,"","",species_level,122,15,44,11,8
SY_S03_P05,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3.5,2.5,1,Absent,,absent,Thin linear,low,Not cagey,,"",10,"",Syringa Sands,SY_S03,15:50,28/02/2024,Cloudy,Droppings,Flat,40,0,79,190,122,182,"","",species_level,122,10,44,12,6
SY_S04_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),5,3,,Absent,,absent,Thin linear,high,Not cagey,,"",19,"",Syringa Sands,SY_S04,16:40,28/02/2024,"Sunny, some clouds",Droppings of zebra/ wildebeast/ giraffe,Flat,10,5,80,191,499,767,"","",species_level,122,12,42,12,8
SY_S04_P02,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),9,6,4,Absent,,absent,Thin linear,medium,Not cagey,,"",11,"",Syringa Sands,SY_S04,17:14,28/02/2024,Cloudy,Antelope droppings,Slightly sloped (towards P3),25,0,40,20,710,340,"","",species_level,122,12,42,12,8
SU_S01_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3.5,7,6,Absent,,absent,Thin linear,medium,Not cagey,,"",,"",Summerplace,SU_S01,15:35,01/03/2024,Sunny,No obvious signs,Flat,30,0,72,40,213,67,ECO_21,"",species_level,132,20,68,12,11
SU_S03_P05,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),1,4,2,Absent,,both,Thin linear,low,Not cagey,,"",,19,Summerplace,SU_S03,15:40,02/03/2024,"Sunny, some clouds",Old dung,Flat,10,0,80,110,520,80,"","",species_level,132,15,15,8,8
DA_S03_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),7,8,8,Absent,,absent,Thin linear,medium,Not cagey,,"",32,"",Dabchick,DA_S03,12:16,06/03/2024,"Hot, sunny, windy",Old droppings nearby,Flat,70,0,60,300,373,360,"","",species_level,145,20,51,10,6
DA_S04_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),6,7,6,Absent,,absent,Thin linear,medium,Not cagey,,"",36,"",Dabchick,DA_S04,7:18,07/03/2024,Overcast,Antelope droppings next to plot,Flat,60,0,30,46,170,69,"",Very sandy soil,species_level,145,13,34,8,6
DA_S05_P01,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),6,8,6,Absent,,absent,Thin linear,high,Not cagey,,"",23,"",Dabchick,DA_S05,11:26,07/03/2024,"Overcast, windy",Antelope droppings nearby,Flat,30,25,580,169,1020,1610,"","",species_level,145,20,55,12,7
DA_S05_P02,Bulbostylis burchellii,2,Graminoid,rt (Relaxed tussock graminoid),9,12,11,Absent,,absent,Thin linear,medium,Not cagey,,"",19,"",Dabchick,DA_S05,12:22,07/03/2024,Mostly cloudy,Lots of antelope droppings nearby,Flat,45,15,90,60,165,50,"","",species_level,145,18,55,12,8
DA_S05_P05,Bulbostylis burchellii,2,Graminoid,rt (Relaxed tussock graminoid),5,6,6,Absent,,absent,Thin linear,high,Not cagey,,"",18,"",Dabchick,DA_S05,15:22,07/03/2024,Mostly cloudy,Old dung nearby,Flat,15,20,40,190,170,380,"","",species_level,145,21,55,12,7
AN_S01_P04,Bulbostylis burchellii,1,Graminoid,ug (Sparse upward graminoid),6,3,1.5,Absent,,absent,Thin linear,low,Not cagey,,"",21,"",Ant's Farm,AN_S01,17:10,09/03/2024,Mostly cloudy,Zebra droppings,Flat,30,0,110,160,250,500,"","",species_level,136,19,47,10,4
AN_S01_P01,Bulbostylis burchellii,2,Graminoid,rt (Relaxed tussock graminoid),3,2,2,Absent,,absent,Thin linear,low,Not cagey,,"",18,"",Ant's Farm,AN_S01,14:48,09/03/2024,"Sunny, some clouds","Antelope droppings in plot, a dazzle of zebras nearby. ",Flat,15,0,90,150,990,80,"","",species_level,136,17,47,10,5
AN_S01_P03,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),3,6,3,Absent,,absent,Thin linear,low,Not cagey,,"",10,"",Ant's Farm,AN_S01,16:24,09/03/3024,Overcast,"Heavily browsed, antelope droppings ",Flat,50,0,320,90,580,360,"","",species_level,136,18,47,10,6
AN_S01_P02,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),1,2.5,2,Absent,,absent,Thin linear,medium,Not cagey,,"",7,"",Ant's Farm,AN_S01,15:38,09/03/2024,Raining,"Zebra dung, heavily browsed",Flat,15,0,700,70,1600,1150,"","",species_level,136,13,47,10,7
AN_S03_P01,Bulbostylis burchellii,2,Graminoid,rt (Relaxed tussock graminoid),5,10,4,Absent,,leaves,Thin linear,medium,Not cagey,,"",19,"",Ant's Farm,AN_S03,11:50,10/03/2024,"Sunny, hot",Some browsing,Flat,20,15,180,202,277,400,"","",species_level,136,21,53,12,8
AN_S03_P05,Bulbostylis burchellii,1,Graminoid,rt (Relaxed tussock graminoid),6,9,6,Absent,,leaves,Thin linear,high,Not cagey,,"",12,"",Ant's Farm,AN_S03,15:16,10/03/2024,Sunny,Antelope droppings in plot,Flat,85,0,205,70,110,300,"","",species_level,136,13,53,12,5
AN_S03_P04,Bulbostylis burchellii,5,Graminoid,rt (Relaxed tussock graminoid),9,9,8,Absent,,absent,Thin linear,medium,Not cagey,,"",30,"",Ant's Farm,AN_S03,14:41,10/03/2024,"Sunny, some clouds",Antelope droppings nearby,Flat,20,20,225,93,308,130,"","",species_level,136,14,53,12,5
AN_S05_P02,Bulbostylis burchellii,1,Graminoid,ug (Sparse upward graminoid),4,5,3,Absent,,absent,Thin linear,low,Not cagey,,"",11,"",Ant's Farm,AN_S05,13:22,11/03/2024,"Hot, sunny, windy",No obvious signs,Flat,70,0,40,53,300,92,"",Very sandy soil,species_level,136,23,55,11,8
AN_S04_P03,Bulbostylis burchellii,2,Graminoid,rt (Relaxed tussock graminoid),5,5,4,Absent,,absent,Thin linear,medium,Not cagey,,"",16,"",Ant's Farm,AN_S04,9:18,11/03/2024,Sunny,"Zebra droppings nearby, browsing damage ",Flat,30,10,30,56,140,77,ECO_34,Very sandy soil,species_level,136,18,51,9,6
SW_S01_P03,Bulbostylis burchellii,2,Graminoid,at (Angry tussock graminoid),2,7,5,Absent,,absent,Thin linear,low,Not cagey,,"",7,"",Swebeswebe,SW_S01,16:56,18/03/2024,Sunny,Old small antelope droppings,Flat,70,0,330,670,340,1432,"","",species_level,91,9,30,8,4
SW_S01_P04,Bulbostylis burchellii,1,Graminoid,at (Angry tussock graminoid),3,3,2,Absent,,leaves,Thin linear,low,Not cagey,,"",8.5,"",Swebeswebe,SW_S01,17:31,18/03/2024,Sunny,Small antelope droppings,Flat,65,0,320,20,510,710,"","",species_level,91,11,30,8,5
SW_S01_P01,Bulbostylis burchellii,2,Graminoid,at (Angry tussock graminoid),2,8,5,Absent,,absent,Thin linear,low,Not cagey,,"",10,"",Swebeswebe,SW_S01,15:21,18/03/2024,"Hot, sunny",Variety of antelope droppings,Flat,10,0,200,190,550,160,"",Very gravelly soil,species_level,91,16,30,8,7
SW_S01_P02,Bulbostylis burchellii,2,Graminoid,at (Angry tussock graminoid),3,3,2,Absent,,absent,Thin linear,low,Not cagey,,"",14.5,"",Swebeswebe,SW_S01,16:19,18/03/2024,"Hot, sunny",Small antelope droppings,Flat,85,0,487,153,520,550,"",Very gravelly soil,species_level,91,12,30,8,5
WI_S05_P03,Burkea africana,1,Shrub,sss (Shrub single-stemmed),28,25,21,Absent,,absent,Macro,medium,Not cagey,,"",,"",Willowisp,WI_S05,16:27,25/02/2024,Sunny,No obvious signs,Flat,5,30,222,463,64,145,"",40 % shaded by Hexalobus monopetalus,species_level,108,11,36,13,8
SY_S01_P04,Burkea africana,1,Shrub,sss (Shrub single-stemmed),26,27,17,Absent,,absent,Macro,medium,Not cagey,0.6,1,,"",Syringa Sands,SY_S01,16:17,27/02/2024,Cloudy,Droppings,Flat,20,0,60,60,170,50,"","",species_level,122,15,44,11,8
SY_S02_P02,Burkea africana,2,Shrub,sss (Shrub single-stemmed),192,94,89,Absent,,absent,Macro,low,Not cagey,,"",,"",Syringa Sands,SY_S02,8:11,28/02/2024,Cloudy,Zebra droppings,Flat,5,0,71,15,170,481,"",Shaded,species_level,122,13,51,13,7
SY_S03_P05,Burkea africana,1,Shrub,mss (Shrub multi-stemmed),32,13,12,Absent,,absent,Macro,medium,Not cagey,0.3,2,,"",Syringa Sands,SY_S03,15:50,28/02/2024,Cloudy,Droppings,Flat,40,0,79,190,122,182,"","",species_level,122,10,44,12,6
SY_S04_P01,Burkea africana,1,Shrub,sss (Shrub single-stemmed),14,16,,Absent,,absent,Macro,low,Not cagey,0.3,1,,"",Syringa Sands,SY_S04,16:40,28/02/2024,"Sunny, some clouds",Droppings of zebra/ wildebeast/ giraffe,Flat,10,5,80,191,499,767,"","",species_level,122,12,42,12,8
SY_S04_P02,Burkea africana,2,Shrub,sss (Shrub single-stemmed),31,56,30,Absent,,absent,Macro,medium,Not cagey,1,1,,"",Syringa Sands,SY_S04,17:14,28/02/2024,Cloudy,Antelope droppings,Slightly sloped (towards P3),25,0,40,20,710,340,"","",species_level,122,12,42,12,8
DA_S05_P02,Burkea africana,2,Shrub,sss (Shrub single-stemmed),159,94,85,Absent,,absent,Macro,medium,Not cagey,,"",,"",Dabchick,DA_S05,12:22,07/03/2024,Mostly cloudy,Lots of antelope droppings nearby,Flat,45,15,90,60,165,50,"","",species_level,145,18,55,12,8
DA_S05_P05,Burkea africana,10,Shrub,sss (Shrub single-stemmed),77,59,57,Absent,,absent,Macro,high,Not cagey,1.5,1,,"",Dabchick,DA_S05,15:22,07/03/2024,Mostly cloudy,Old dung nearby,Flat,15,20,40,190,170,380,"","",species_level,145,21,55,12,7
KA_S02_P02,Burkea africana,2,Tree,sst (Tree single-stemmed),495,210,200,Absent,,absent,Macro,low,Not cagey,8,1,,"",Kaingo,KA_S02,8:20,14/03/2024,Sunny,Antelope droppings nearby,Flat,60,0,60,30,70,94,"","",species_level,81,5,18,12,5
KA_S02_P01,Burkea africana,2,Shrub,sss (Shrub single-stemmed),122,78,67,Absent,,absent,Macro,low,Not cagey,2.4,1,,"",Kaingo,KA_S02,7:13,14/03/2024,Sunny,"Antelope droppings nearby, sable near plot on arrival ",Flat,40,0,89,307,351,289,"","",species_level,81,11,18,12,7
SY_S02_P05,Campuloclinium macrocephalum,1,Forb,sf (Straight forb),58,16,15,"",,both,Macro,low,Not cagey,,"",,"",Syringa Sands,SY_S02,10:36,28/02/2024,"Cloudy, windy","",Flat,10,0,17,44,220,102,"",Shaded,species_level,122,19,51,13,8
SY_S05_P02,Campuloclinium macrocephalum,1,Forb,rf (Round forb),3.5,3,2,Absent,,both,Macro,high,Not cagey,,"",,"",Syringa Sands,SY_S05,7:44,29/02/2024,Overcast,Large antelope droppings,Slightly sloped,10,2,325,25,672,152,"","",species_level,122,10,42,8,5
SY_S04_P04,Campuloclinium macrocephalum,1,Forb,rf (Round forb),1,2.5,2,Absent,,both,Micro,high,Not cagey,,"",,"",Syringa Sands,SY_S04,10:47,29/02/2024,Overcast,"","",10,0,100,257,785,890,"","",species_level,122,14,42,12,7
SY_S04_P05,Cardiospermum halicacabum,1,Forb,cf (Creeping forb),21,39,18,Absent,,stems,Macro,low,Not cagey,,"",,"",Syringa Sands,SY_S04,11:23,29/02/2024,Overcast,Antelope droppings,"",50,0,90,130,150,180,"",Shaded,species_level,122,18,42,12,8
LA_S04_P04,Cenchrus ciliaris,1,Graminoid,rt (Relaxed tussock graminoid),6.5,15,10,Absent,,Absent,Macro,medium,Not cagey,,"",17,"",Lapalala,LA_S04,11:19,18/02/2024,"Hot, sunny, windy",No obvious signs,Flat,80,0,170,120,250,160,"","",species_level,88,11,36,10,4
WI_S01_P04,Cenchrus ciliaris,5,Graminoid,rt (Relaxed tussock graminoid),39.5,27,17,Absent,,absent,Thin linear,low,Not cagey,,"",72,"",Willowisp,WI_S01,11:08,24/02/2024,Sunny,No obvious signs,Flat,10,0,20,60,120,270,"",Shaded,species_level,108,11,58,11,7
DA_S02_P01,Chamaecrista absus,1,Forb,sf (Straight forb),7,3.5,2.5,Absent,,stems,Micro,low,Not cagey,,"",,"",Dabchick,DA_S02,7:00,06/03/2024,Sunny,"",Flat,50,0,60,40,120,170,"","",species_level,145,24,43,13,11
KA_S04_P01,Chamaecrista absus,1,Forb,sf (Straight forb),15,5,3,Absent,,stems,Micro,low,Not cagey,,"",14,"",Kaingo,KA_S04,7:51,15/03/2024,"Partly cloudy, windy",Old zebra dung in plot,Flat,50,0,41,132,203,255,"","",species_level,81,9,28,11,5
KA_S04_P05,Chamaecrista absus,1,Forb,sf (Straight forb),14,4,3,Absent,,both,Micro,low,Not cagey,,"",14,"",Kaingo,KA_S04,12:23,15/03/2024,"Hot, partly cloudy, windy",Antelope droppings nearby,Flat,60,0,35,140,330,40,"","",species_level,81,7,28,11,4
KA_S04_P03,Chamaecrista absus,1,Forb,sf (Straight forb),13,7,3,Absent,,stems,Macro,low,Not cagey,,"",12,"",Kaingo,KA_S04,8:39,15/03/2024,"Partly cloudy, windy",Elephant dung approx 20m along transect,Flat,80,0,50,138,20,215,"","",species_level,81,14,28,11,7
KA_S02_P03,Chamaecrista capensis,5,Forb,mf (Messy forb),25,46,24,Absent,,stems,Macro,low,Not cagey,,"",22,"",Kaingo,KA_S02,8:54,14/03/2024,Sunny,"Elephant dung + antelope droppings nearby, Zebras passed trough plot",Flat,30,0,191,190,324,376,ECO_36,"",species_level,81,8,18,12,6
SW_S04_P02,Chamaecrista capensis,1,Forb,cf (Creeping forb),5,14,5,Absent,,absent,Macro,low,Not cagey,,"",5.5,"",Swebeswebe,SW_S04,7:27,21/03/2024,Overcast,Wildlife path nearby,Flat,40,2,581,80,80,216,"","",species_level,91,13,32,12,7
SW_S05_P02,Chamaecrista capensis,1,Forb,sf (Straight forb),24,27,8,Absent,,absent,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S05,12:07,21/03/2024,Partly cloudy,Kudu droppings nearby,Flat,30,2,135,400,110,136,"","",species_level,91,18,34,12,8
LA_S01_P02,Chamaecrista comosa,1,Forb,cf (Creeping forb),30,10,3,Absent,,Absent,Micro,low,Not cagey,,"",20,"",Lapalala,LA_S01,12:22,15/02/2024,"Sunny, no clouds",No obvious signs,Flat,40,0,280,230,470,280,"","",species_level,88,15,32,12,7
LA_S01_P04,Chamaecrista comosa,1,Forb,cf (Creeping forb),4,24,11,Absent,,Absent,Micro,medium,Not cagey,,"",3,"",Lapalala,LA_S01,15:09,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,46,0,160,70,580,180,"","",species_level,88,13,32,12,7
LA_S01_P05,Chamaecrista comosa,2,Forb,cf (Creeping forb),3,40,30,Absent,,Absent,Macro,low,Not cagey,,"",2,"",Lapalala,LA_S01,16:00,16/02/2024,"Sunny, no clouds",No obvious signs,Flat,60,0,780,300,715,610,"","",species_level,88,11,32,12,7
LA_S04_P01,Chamaecrista comosa,1,Forb,sf (Straight forb),25,7,4,Absent,,Absent,Macro,low,Not cagey,,"",7,"",Lapalala,LA_S04,7:32,18/10/2024,"Sunny, very windy",No obvious signs,Flat,50,0,100,160,90,190,"",Burrow close to plot,species_level,88,14,36,10,8
LA_S04_P03,Chamaecrista comosa,1,Forb,cf (Creeping forb),7,30,22,Absent,,Absent,Macro,low,Not cagey,,"",1,"",Lapalala,LA_S04,10:03,18/02/2024,"Sunny, windy",Dung,Flat,75,0,110,185,198,170,ECO_03,Animal diggings 0.5 m away,species_level,88,16,36,10,5
LA_S05_P04,Chamaecrista comosa,1,Forb,cf (Creeping forb),11.5,58,8,Absent,,Absent,Macro,low,Not cagey,,"",10,"",Lapalala,LA_S05,15:55,18/02/2024,"Hot, windy","spoor, impala/steenbok dung",Flat,40,0,350,110,640,610,"","",species_level,88,9,29,11,5
JE_S01_P01,Chamaecrista comosa,1,Forb,cf (Creeping forb),1.5,57,13,Absent,,Absent,Micro,low,Not cagey,,"",2,"",Jembisa,JE_S01,11:41,21/02/2024,Sunny,Zebra dung,Flat,20,0,180,100,1000,350,ECO_06,"",species_level,102,11,30,9,6
JE_S01_P05,Chamaecrista comosa,1,Forb,cf (Creeping forb),6,18,12,Absent,,Absent,Macro,low,Not cagey,,"",4,"",Jembisa,JE_S01,15:42,21/02/2024,Raining,Old zebra dung in plot,Flat,40,0,70,100,430,440,ECO_06,"",species_level,102,13,30,9,6
JE_S03_P02,Chamaecrista comosa,1,Forb,rf (Round forb),9,6,6,Absent,,Absent,Macro,high,Not cagey,,"",,"",Jembisa,JE_S03,14:44,22/02/2024,"Sunny, some clouds","Fresh antelope dung, strong smell",Flat,85,0,30,110,300,120,ECO_08,"",species_level,102,18,42,9,7
JE_S02_P02,Chamaecrista comosa,1,Forb,cg (Creeping graminoid),13,32,4,Absent,,Absent,Macro,low,Not cagey,,"",13,"",Jembisa,JE_S02,11:16,22/02/2024,"Sunny, no clouds",dung,Flat,50,0,5,20,220,170,"","",species_level,102,15,42,12,7
JE_S02_P04,Chamaecrista comosa,1,Forb,cf (Creeping forb),13,28,10,Absent,,Absent,Macro,low,Not cagey,,"",16,"",Jembisa,JE_S02,12:47,22/02/2024,Sunny,"",Flat,40,0,100,130,460,300,"","",species_level,102,11,42,12,7
JE_S05_P01,Chamaecrista comosa,1,Forb,cf (Creeping forb),4,6,4,Absent,,Absent,Macro,medium,Not cagey,,"",1,"",Jembisa,JE_S05,13:11,23/02/2024,"Sunny, some clouds",Dung of multiple species,Flat,75,0,240,220,1040,220,ECO_10,"",species_level,102,14,38,10,6
JE_S04_P02,Chamaecrista comosa,5,Forb,cf (Creeping forb),19,101,80,Absent,,stems and branches,Macro,medium,Not cagey,,"",8.5,"",Jembisa,JE_S04,9:16,23/02/2024,Sunny,some plants eaten,Flat,25,0,120,170,340,220,ECO_09,"",species_level,102,13,47,11,6
JE_S05_P03,Chamaecrista comosa,1,Forb,cf (Creeping forb),7,11,10,"",,absent,Macro,low,Not cagey,,"",,"",Jembisa,JE_S05,14:51,23/02/2024,Sunny,Browsing damage,Flat,25,0,160,290,300,370,"","",species_level,102,12,38,10,6
WI_S01_P03,Chamaecrista comosa,1,Forb,cf (Creeping forb),19,41,12,Absent,,absent,Macro,medium,Not cagey,,"",13,"",Willowisp,WI_S01,10:00,24/02/2024,"Sunny, windy",No obvious signs,Flat,10,0,110,50,90,180,"","",species_level,108,20,58,11,10
